muni_id,municipality,tier,region,website,bylaw_id,bylaw_name,bylaw_link,date_enacted,expiry_date,progress_label,other_notes,exemption_status,exemption_wording,detail_id,farm_exemption,special_provision,guidelines_wording,exception_wording
206,Laird,Single Tier,Algoma,http://www.lairdtownship.ca/,1438,,,,,COMPLETE,,,,206,,,,
207,Lake of Bays,Lower Tier,Muskoka,http://www.lakeofbays.on.ca/,1445,Community Planning Permit By-law 2021-111,https://www.lakeofbays.on.ca,2022,,COMPLETE,CPP system. Ag uses exempt in Rural area. References normal farm practices for bona-fide farm op.,Yes,,207,Yes,,,
208,Lake of the Woods,Single Tier,Rainy River,http://www.lakeofthewoods.ca/,1452,,,,,NO BY-LAW IN PLACE,,,,208,,,,
209,Lakeshore,Lower Tier,Essex,http://www.townoflakeshore.on.ca/,1459,By-Law 60-2020,"https://pub-lakeshore.escribemeetings.com/filestream.ashx?DocumentId=2882#:~:text=Section%202%20%E2%80%93%20Site%20Alteration%20Prohibitions,of%20Land%20without%20a%20Permit.",2020-08-11,,COMPLETE,No signatures.,Yes,Being a By-Law to Regulate Site Alterations of Land or Private Drain Alterations in the Town Of Lakeshore,209,Yes,No,Being a By-Law to Regulate Site Alterations of Land or Private Drain Alterations in the Town Of Lakeshore,"This by-law shall not apply to: the removal of Topsoil as an incidental part of a normal agricultural practice including such removal as an incidental part of sod-farming, greenhouse operations and nurseries for horticultural products"
211,Lambton,Upper Tier,Lambton,http://www.lambtononline.ca/,1473,,,,,NO BY-LAW IN PLACE,,,,211,,,,
210,Lambton Shores,Lower Tier,Lambton,http://www.lambtonshores.ca/,1466,BY-LAW 27 of 2004,https://www.lambtonshores.ca/en/our-government/resources/Documents/sitealterationbylawwithfines.pdf,2004-05-17,,COMPLETE,NAP acknowledged.. Farm exemption in By-Law 27-2004.,Yes,to prohibit and regulate the placing or dumping of fill and the alteration of the grade of land,210,Yes,No,to prohibit and regulate the placing or dumping of fill and the alteration of the grade of land,
213,Lanark,Upper Tier,Lanark,http://www.county.lanark.on.ca/,1487,,,,,NO BY-LAW IN PLACE,,,,213,,,,
212,Lanark Highlands,Lower Tier,Lanark,http://www.lanarkhighlands.ca/,1480,,,,,COMPLETE,,,,212,,,,
214,Larder Lake,Single Tier,Timiskaming,https://www.larderlake.ca/,1494,,,,,COMPLETE,,,,214,,,,
216,Latchford,Single Tier,Timiskaming,http://www.latchford.ca/,1508,,,,,COMPLETE,,,,216,,,,
217,Laurentian Hills,Lower Tier,Renfrew,http://www.laurentianhills.ca/,1515,,,,,NO BY-LAW IN PLACE,,,,217,,,,
218,Laurentian Valley,Lower Tier,Renfrew,http://www.laurentianvalleytwsp.on.ca/,1522,,,,,COMPLETE,,,,218,,,,
64,Leamington,Lower Tier,Essex,http://www.leamington.ca/,444,,,,,COMPLETE,,,,64,,,,
65,Leeds and Grenville,Upper Tier,Leeds and Grenville,http://www.leedsandgrenville.ca/,451,,,,,NO BY-LAW IN PLACE,,,,65,,,,
66,Leeds and the Thousand Islands,Lower Tier,Leeds and Grenville,http://www.townshipleeds.on.ca/,458,,,,,COMPLETE,,,,66,,,,
219,Lennox and Addington,Upper Tier,Lennox and Addington,http://www.lennox-addington.on.ca/,1529,,,,,NO BY-LAW IN PLACE,,,,219,,,,
220,Limerick,Lower Tier,Hastings,http://www.township.limerick.on.ca/,1536,,,,,NO BY-LAW IN PLACE,,,,220,,,,
221,Lincoln,Lower Tier,Niagara,http://www.lincoln.ca/,1543,BY-LAW NO. 2024-50,https://hdp-ca-prod-app-linc-speakup-files.s3.ca-central-1.amazonaws.com/2417/3268/1910/7632e088eca63f61f47bb558db7936b1_2024-50_A_By-law_for_prohibiting_and_regulating_alteration_of_property_grades__placing_or_dumping_of_fill__removal_of_topsoil__injuring_or_rdestruction_of_trees.pdf,2020-11-16,,COMPLETE,,Yes,"PROHIBITING AND REGULATING THE ALTERATION OF PROPERTY GRADES, THE PLACING OR DUMPING OF FILL, THE REMOVAL OF TOPSOIL AND THE INJURING OR DESTRUCTION OF TREES.",221,Yes,No,"PROHIBITING AND REGULATING THE ALTERATION OF PROPERTY GRADES, THE PLACING OR DUMPING OF FILL, THE REMOVAL OF TOPSOIL AND THE INJURING OR DESTRUCTION OF TREES.","In addition to the exemptions prescribed in Section 4.3, the following activities are exempt from the prohibitions of the Class 2 tree permits as set out in sections 5.5-5.12 of this By-law: (g) Trees that are removed as part of normal farm practices."
222,London,Single Tier,Middlesex,http://www.london.ca/,1550,By-law C.P.-1363-381,https://london.ca/by-laws/site-alteration-law-cp-1363-381,2021-09-14,,COMPLETE,,Yes,to prohibit and regulate the placing or dumping of fill and the alteration of the grade of land.,222,Yes,No,to prohibit and regulate the placing or dumping of fill and the alteration of the grade of land.,"PART 2 EXEMPTIONS g) to the ploughing of land associated with planting, cultivation or harvesting of agricultural crops, and routine maintenance of existing drains;"
223,Loyalist,Lower Tier,Lennox and Addington,http://www.loyalist.ca/,1557,By-Law 2003-22,https://loyalist.civicweb.net/filepro/documents/44850/?preview=45382,2003-03-10,,COMPLETE,,Yes,A by-law to prohibit or regulate the placing or dumping offill or the alteration of the grade ofland in Loyalist Township,223,Yes,No,A by-law to prohibit or regulate the placing or dumping offill or the alteration of the grade ofland in Loyalist Township,"The provisions of subsection (a) of this section do not apply in those areas of the Township where fill is dumped or placed on lands zoned ""Prime Agricultural or Rural"" where there is a alteration to the grade of land as an incidental part of a commonly accepted agricultural practice;"
224,Lucan Biddulph,Lower Tier,Middlesex,http://www.lucanbiddulph.on.ca/,1564,BY-LAW NO. 38-2022,https://www.lucanbiddulph.on.ca/sites/default/files/2022-07/38-2022-%20Site%20Alteration%20By-law.pdf,,,COMPLETE,NFP acknowledged. Exact day missing (2022 sometime).. NFP exempt per FFPPA s.1.1.,Yes,,224,Yes,No,,
225,Macdonald Meredith et al,Single Tier,Algoma,http://www.echobay.ca/,1571,,,,,NO BY-LAW IN PLACE,,,,225,,,,
226,Machar,Single Tier,Parry Sound,http://www.machartownship.net/,1578,,,,,COMPLETE,"no by-law in place, but sometimes Site Alteration is done via a Site Plan Development Agreement if it’s a condition of Minor Variance or Zoning Amendment",,,226,,,,
227,Machin,Single Tier,Kenora,http://www.visitmachin.com/,1585,,,,,NO BY-LAW IN PLACE,,,,227,,,,
228,Madawaska Valley,Lower Tier,Renfrew,http://www.madawaskavalley.ca/,1592,,,,,COMPLETE,,,,228,,,,
229,Madoc,Lower Tier,Hastings,http://www.madoc.ca/,1599,,,,,NO BY-LAW IN PLACE,,,,229,,,,
230,Magnetawan,Single Tier,Parry Sound,http://www.magnetawan.com/,1606,,,,,COMPLETE,,,,230,,,,
231,Malahide,Lower Tier,Elgin,http://www.malahide.ca/,1613,Site Alteration By-law 08-59,https://www.malahide.ca,,,COMPLETE,Listed under Development Services. Farm exemption likely per FFPPA.,,,231,,,,
232,Manitouwadge,Single Tier,Thunder Bay,http://www.manitouwadge.ca/,1620,,,,,COMPLETE,,,,232,,,,
233,Mapleton,Lower Tier,Wellington,http://www.mapleton.ca/,1627,,,,,COMPLETE,,,,233,,,,
234,Marathon,Single Tier,Thunder Bay,http://www.marathon.ca/,1634,,,,,COMPLETE,,,,234,,,,
235,Markham,Lower Tier,York,http://www.markham.ca/,1641,BY-LAW 2011-232,https://www.markham.ca/wps/wcm/connect/markham/2237fac4-5f60-4aeb-b556-ee4bc1f44e2e/2011-232-Consolidated.pdf?MOD=AJPERES&amp;CONVERT_TO=url&amp;CACHEID=ROOTWORKSPACE.Z18_2QD4H901OGV160QC8BLCRJ1001-2237fac4-5f60-4aeb-b556-ee4bc1f44e2e-nx0MLBj,2021-02-09,,COMPLETE,"NAP acknowledged. 3.0 PROHIBITIONS 3.13 Subject to section 4.1.10, no person shall carry out any Site Alteration on Agricultural Lands to an average depth greater than 300 mm. 5 REQUIREMENTS FOR ISSUANCE OF A PERMIT 5.2.10 for Site Alteration on Agricultural Lands, a soil fertility report, signed by an Engineer/soil scientist, confirming that the Site Alteration will not result in a reduction in the overall soil fertility;. Normal ag ≤300mm exempt. Sod, greenhouse, nurseries.",Yes,"TO REGULATE OR PROHIBIT REMOVAL OF TOPSOIL, PLACING OR DUMPING OF FILL, AND ALTERATION OF THE GRADE OF LAND.",235,Yes,No,"TO REGULATE OR PROHIBIT REMOVAL OF TOPSOIL, PLACING OR DUMPING OF FILL, AND ALTERATION OF THE GRADE OF LAND.",
236,Markstay-Warren,Single Tier,Sudbury,http://www.markstay-warren.ca/,1648,,,,,NO BY-LAW IN PLACE,,,,236,,,,
237,Marmora and Lake,Lower Tier,Hastings,http://www.marmoraandlake.ca/,1655,BY-LAW NUMBER 2003-22,https://acrobat.adobe.com/id/urn:aaid:sc:US:2259cfed-21ca-487f-987d-20fa9554ce50,2004-01-06,,COMPLETE,,Yes,,237,Yes,NOT KNOWN,,"(6) A by-law respecting the removal of topsoil does not apply to the removal of topsoil as an incidental part of a normal agricultural practice including such removal as an incidental part of sod-farming, greenhouse operations and nurseries for horticultural products. 2001, c. 25, s. 142 (6). (7) The exception in subsection (6) respecting the removal of topsoil as an incidental part of a normal agricultural practice does not include the removal of topsoil for sale, exchange or other disposition. 2001, c. 25, s. 142 (7)."
238,Matachewan,Single Tier,Timiskaming,http://www.matachewan.com/,1662,,,,,COMPLETE,,,,238,,,,
239,Mattawa,Single Tier,Nipissing,http://www.mattawa.ca/,1669,,,,,COMPLETE,,,,239,,,,
240,Mattawan,Single Tier,Nipissing,VALUE!,1676,,,,,NO BY-LAW IN PLACE,,,,240,,,,
241,Mattice-Val Cote,Single Tier,Cochrane,http://www.matticevalcote.ca/,1683,,,,,COMPLETE,,,,241,,,,
242,McDougall,Single Tier,Parry Sound,http://www.municipalityofmcdougall.com/,1690,,,,,COMPLETE,,,,242,,,,
243,McGarry,Single Tier,Timiskaming,http://www.mcgarry.ca/,1697,,,,,COMPLETE,,,,243,,,,
244,McKellar,Single Tier,Parry Sound,http://www.township.mckellar.on.ca/,1704,,,,,NO BY-LAW IN PLACE,,,,244,,,,
245,McMurrich-Monteith,Single Tier,Parry Sound,http://www.mcmurrichmonteith.com/,1711,,,,,COMPLETE,,,,245,,,,
246,McNab-Braeside,Lower Tier,Renfrew,http://mcnabbraeside.com/,1718,,,,,COMPLETE,,,,246,,,,
247,Meaford,Lower Tier,Grey,http://meaford.ca/,1725,BY‐LAW NUMBER 058 ‐ 2010,https://www.meaford.ca/en/living-here/resources/Documents/Building---058-2010-Grading-By-law.pdf,2010-06-21,,COMPLETE,"By-law name is ""Grading By-law"".",No,"TO PROHIBIT OR REGULATE THE PLACING OR DUMPING OF FILL, AND/OR THE ALTERATION OF THE GRADE OF LAND",247,No,No,"TO PROHIBIT OR REGULATE THE PLACING OR DUMPING OF FILL, AND/OR THE ALTERATION OF THE GRADE OF LAND",
248,Melancthon,Lower Tier,Dufferin,http://melancthontownship.ca/,1732,BY-LAW NUMBER 29-2004,https://melancthontownship.ca/wp-content/uploads/2017/03/site-alteration.pdf,2004-06-03,,COMPLETE,NAP acknowledged.,No,to prohibit or regulate the placing or dumping of fill and the alteration of the grade of land.,248,No,No,to prohibit or regulate the placing or dumping of fill and the alteration of the grade of land.,
249,Merrickville-Wolford,Lower Tier,Leeds and Grenville,http://www.merrickville-wolford.ca/,1739,,,,,COMPLETE,,,,249,,,,
251,Middlesex,Upper Tier,Middlesex,http://www.middlesex.ca/,1753,,,,,NO BY-LAW IN PLACE,,,,251,,,,
250,Middlesex Centre,Lower Tier,Middlesex,http://www.middlesexcentre.on.ca/,1746,BY-LAW NUMBER 2016-087,https://www.middlesexcentre.on.ca/sites/default/files/2019-10/2016-087%20Site%20Alteration%20By-law.pdf,2016-08-24,,COMPLETE,Farm exemption verified per 2016-087 text.,Yes,,250,Yes,No,,
252,Midland,Lower Tier,Simcoe,http://www.midland.ca/,1760,,,,,COMPLETE,,,,252,,,,
253,Milton,Lower Tier,Halton,http://www.milton.ca/,1767,BY-LAW NO. 094-2022,https://www.milton.ca/en/business-and-development/resources/094-2022-Prohibit-and-Regulate-Fill-or-Altering-of-Grades-or-Drainage-on-any-Lands.pdf,2022-09-12,,COMPLETE,"NFP acknowledged. 5. Permit Review and Issuance 5.2) (6) the site alteration is not likely to result in negative effects to nearby properties, surface water, ground water, drainage, erosion, the natural environment, agricultural production, soil quality or public and municipal infrastructure. Additional Terms and Conditions (9) ensure if the site is designated agriculture or rural that the site alteration does not result in a reduction of the soil quality of the site;",Yes,"TO PROHIBIT AND REGULATE THE PLACING, DEPOSITING, CUTTING OR REMOVAL OF FILL OR THE ALTERING OF GRADES OR DRAINAGE ON ANY LANDS.",253,Yes,No,"TO PROHIBIT AND REGULATE THE PLACING, DEPOSITING, CUTTING OR REMOVAL OF FILL OR THE ALTERING OF GRADES OR DRAINAGE ON ANY LANDS.",3. Exemptions 3.5. A permit is not required on any lot zoned for agricultural use within the Rural Area of the Town
254,Minden Hills,Lower Tier,Haliburton,http://www.mindenhills.ca/,1774,,,,,NO BY-LAW IN PLACE,,,,254,,,,
255,Minto,Lower Tier,Wellington,http://www.town.minto.on.ca/,1781,By-law No. 2020-16,https://minto.nyc3.cdn.digitaloceanspaces.com/By-Laws/Site-Alteration-By-Law.pdf,2020-03-03,,COMPLETE,NAP acknowledged.,Yes,"(c) the removal of topsoil from agricultural lands incidental to a normal
agricultural practice including such removal as an incidental part of sodfarming, greenhouse operations and nurseries for horticultural products but
does not include the removal of topsoil for sale, exchange or other disposition;",255,Yes,Yes,"to Prohibit or Regulate the Removal of Topsoil, the Placing or Dumping of Fill and the Alteration of the Grade of Land.",
256,Mississauga,Lower Tier,Peel,http://www.mississauga.ca/,1788,"By-law 0512-1991
Erosion and Sediment Control",https://www.mississauga.ca/wp-content/uploads/2020/07/10122128/Erosion-and-Sediment-Control-By-law-0512-1991.pdf,1991-10-21,,COMPLETE,,No,to regulate or prohibit the removal of Topsoil.,256,No,No,to regulate or prohibit the removal of Topsoil.,
257,Mississippi Mills,Lower Tier,Lanark,http://www.mississippimills.ca/,1795,,,,,COMPLETE,,,,257,,,,
258,Mono,Lower Tier,Dufferin,http://www.townofmono.com/,1802,BYLAW NUMBER 2014 - 31,https://mono.civicweb.net/document/26719/,2014-08-27,,COMPLETE,NAP acknowledged.. NFP generally exempt. Under review/update.,Yes,"TO REGULATE SITE ALTERATIONS, PLACEMENT OF FILL AND REMOVAL OF TOPSOIL.",258,Yes,Yes,"TO REGULATE SITE ALTERATIONS, PLACEMENT OF FILL AND REMOVAL OF TOPSOIL.","6. Requests for Variance or Exception 6.6 Upon reviewing a request under Section 6.2, Council shall consider whether the requested Variance or Exception: a) will result in maintaining or improving the overall agricultural capability of the Site;"
259,Montague,Lower Tier,Lanark,http://www.township.montague.on.ca/,1809,,,,,COMPLETE,,,,259,,,,
260,Moonbeam,Single Tier,Cochrane,http://www.moonbeam.ca/,1816,,,,,COMPLETE,,,,260,,,,
261,Moosonee,Single Tier,Cochrane,http://www.moosonee.ca/,1823,,,,,COMPLETE,,,,261,,,,
262,Morley,Single Tier,Rainy River,http://www.townshipofmorley.ca/,1830,,,,,NO BY-LAW IN PLACE,,,,262,,,,
263,Morris-Turnberry,Lower Tier,Huron,https://morristurnberry.ca/,1837,,,,,COMPLETE,,,,263,,,,
264,Mulmur,Lower Tier,Dufferin,http://www.mulmurtownship.ca./,1844,BY-LAW NO. 4–15,https://mulmur.ca/content/town-hall/bylaws/fill-by-law-4-2015-consolidated-1.pdf,2015-02-04,,COMPLETE,"NAP acknowledged. 5. APPLICATION FOR PERMIT g) Contains a report or reports prepared by a qualified person or persons which conclude(s) that the proposed fill operation will not have a negative impact on the environment, surface and groundwater resources, important recharge areas or source water protection areas, drainage patterns including those affecting adjacent properties, prime agricultural lands or areas, existing agricultural operations, sensitive land uses on adjacent lands, significant views and vistas and the rural character of the Township generally. 9. CRITERIA FOR CONSIDERING APPLICATIONS Applications may not be approved if The lands are prime agricultural lands or within a prime agricultural area;. NFP exempt. PDF at mulmur.ca.",Yes,"to prohibit or regulate the placing or dumping of fill, the stripping of topsoil and alteration to the grade of lands.",264,Yes,No,"to prohibit or regulate the placing or dumping of fill, the stripping of topsoil and alteration to the grade of lands.",
266,Muskoka,Upper Tier,Muskoka,http://www.muskoka.on.ca/,1858,,,,,NO BY-LAW IN PLACE,,,,266,,,,
265,Muskoka Lakes,Lower Tier,Muskoka,http://www.muskokalakes.ca/,1851,BY- LAW NUMBER 2022- 108,https://muskokalakes.civicweb.net/filepro/documents/78263/?preview=172774,2022-09-14,,COMPLETE - FARM FRIENDLY,NAP acknowledged.,No,to regulate and prohibit the modifications being made to the landscape on properties.,265,No,No,to regulate and prohibit the modifications being made to the landscape on properties.,
267,Nairn and Hyman,Single Tier,Sudbury,http://www.nairncentre.ca/,1865,,,,,COMPLETE,,,,267,,,,
268,Neebing,Single Tier,Thunder Bay,http://www.neebing.org/,1872,,,,,COMPLETE,,,,268,,,,
269,New Tecumseth,Lower Tier,Simcoe,http://www.town.newtecumseth.on.ca/,1879,By-law Number 2020 - 007,https://www.newtecumseth.ca/en/town-hall/resources/Documents/Site-Alteration-Fill-By-Law.pdf,2020-01-27,,COMPLETE - FARM FRIENDLY,,Yes,"A By-law of the Corporation of the Town of New Tecumseth to prohibit or regulate the placing or dumping of fill, soil stripping and/ or alteration to the grade of lands in areas of the Town of New Tecumseth the 'Town"")",269,Yes,Yes,"A By-law of the Corporation of the Town of New Tecumseth to prohibit or regulate the placing or dumping of fill, soil stripping and/ or alteration to the grade of lands in areas of the Town of New Tecumseth the 'Town"")","Except as provided in Section 5.2, this By- law shall not apply to the following: a) any work constituting the tillage of land pursuant to normal agricultural practices by a bona fide farmer b) the removal of topsoil as an incidental part of a normal agricultural practice including such removal as an incidental part of sod -farming, greenhouse operations and nurseries for horticultural products Municipal Act, 2001, Section 142 (6)) provided: i) the exception in 5. 1( b) respecting the removal of topsoil as an incidental part of a normal agricultural practice does not include the removal of topsoil for sale, exchange or other disposition; Municipal Act, 2001, Section142 (7)); ii) the importation of replacement topsoil will be subject to the permit requirements set out in section 11."
270,Newbury,Lower Tier,Middlesex,http://www.newbury.ca/,1886,"BY-LAW NO. 692, BEING THE RESTRICTED AREA 
(LAND USE) BY-LAW, AS AMENDED
(January 1, 2017 consolidated version)",https://newbury.ca/Zoning_BL-Consolidated_Version.pdf,1978-11-06,,COMPLETE,"No special provision other than allowing for use of land for agriculture purposes. Consult Zoning bylaw for additional information. (Minimum yard depth, frontage, ect.)",Other,,270,Other,Other,,"Agricultural (A1) Zone This zone permits the full range of agricultural activities. See SEC 5.1 PERMITTED USES No land, building, or structure shall be used or erected in the Agricultural (A) Zone except for the following purposes: agricultural use, agricultural home occupation, commercial greenhouse, ect."
271,Newmarket,Lower Tier,York,http://www.newmarket.ca/,1893,BY-LAW NUMBER 2016-58,https://www.newmarket.ca/LivingHere/Documents/2016-58%20Site%20Alteration%20By-law.pdf,2016-11-14,,COMPLETE,,Yes,"to prohibit or regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of lands.",271,Yes,No,"to prohibit or regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of lands.","6. EXEMPTIONS AND EXCEPTIONS 6.2 Routine agricultural activity such as tilling, plantingm harvesting and associated activities. Other agricultural activities are not exempt including activities such as construction of structures."
273,Niagara,Upper Tier,Niagara,http://www.niagararegion.ca/,1907,,,,,NO BY-LAW IN PLACE,,,,273,,,,
272,Niagara Falls,Lower Tier,Niagara,http://www.niagarafalls.ca/,1900,By- law No. 2015 - 08,pdf recevied by email#http://pdf recevied by email,2015-01-27,,COMPLETE,"25. The provisions of this By- law respecting the removal of topsoil do not apply to the removal of topsoil as an incidental part of a normal agricultural practice including such removal as an incidental part of sod -farming, greenhouse operations and nurseries for horticultural products. 26. The exception in section 25 respecting the removal of topsoil as an incidental part of a normal agricultural practice does not include the removal of topsoil for sale, exchange or other disposition.",No,"to prohibit or regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of land",272,No,No,"to prohibit or regulate the placing or dumping of fill, the removal of topsoil and the alteration of the grade of land",
274,Niagara-on-the-Lake,Lower Tier,Niagara,http://www.notl.org/,1914,BY-LAW 3941-05,https://www.notl.com/media/2206,2005-06-13,,COMPLETE,"""Normal Agricultural Practices"" means any activity performed on private lands by the owner or owner's agent that is considered by the Normal Farm Practices Protection Board to be routine or common procedure for the type of crop, soil type or general climatic conditions related to the subject property, and (i) Is conducted in a manner consistent with proper and acceptable customs and standards as established and followed by similar circumstances, or (ii) Makes use of innovative technology in a manner consistent with proper advanced farm management practices.""",Yes,"A BY-LAW TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL, AND THE ALTERATION OF THE GRADE OF LAND WITHIN THE ENTIRE TOWN OF NIAGARA-ON-THE-LAKE",274,Yes,No,"A BY-LAW TO PROHIBIT OR REGULATE THE REMOVAL OF TOPSOIL, THE PLACING OR DUMPING OF FILL, AND THE ALTERATION OF THE GRADE OF LAND WITHIN THE ENTIRE TOWN OF NIAGARA-ON-THE-LAKE","This By-law is not applicable to the following activities: The removal of topsoil as an incidental part of normal agricultural practice does not include the removal of topsoil for sale, exchange or other disposition; Any work pursuant to normal agricultural practices with a setback of 7.62 m (25ft) or greater from all property lines that does not change the direction, rate or quality of runoff that results in a detrimental effect on neighbouring properties:"
275,Nipigon,Single Tier,Thunder Bay,http://www.nipigon.net/,1921,,,,,COMPLETE,,,,275,,,,
276,Nipissing,Single Tier,Parry Sound,http://nipissingtownship.com/,1928,,,,,COMPLETE,,,,276,,,,
277,Norfolk,Single Tier,Norfolk,http://www.norfolkcounty.on.ca/,1935,,,,,COMPLETE,Mentions site alterations in Zoning by-law but it's for public property.,,,277,,,,
278,North Algona Wilberforce,Lower Tier,Renfrew,http://www.nalgonawil.com/,1942,,,,,NO BY-LAW IN PLACE,,,,278,,,,
279,North Bay,Single Tier,Nipissing,http://www.cityofnorthbay.ca/,1949,,,,,COMPLETE,,,,279,,,,
280,North Dumfries,Lower Tier,Waterloo,http://www.northdumfries.ca/,1956,BY-LAW 2612-14,https://www.northdumfries.ca/en/township-services/resources/Documents/By-laws/Consolidated-Fill-By-Law-2612-14-as-amended-9-consolidated-on-Oct-15-2021.pdf,2014-02-03,,COMPLETE,NAP acknowledged.,Yes,"to regulate the placing or dumping of fill, alteration of the grade of, or removal of topsoil from land.",280,Yes,No,"to regulate the placing or dumping of fill, alteration of the grade of, or removal of topsoil from land.","3. PERMIT 3.1(c) above, a person shall be exempt from providing a lot- grading plan in the following circumstance: (a) if the purpose of the Alteration is to improve the agricultural land use of the land and the quantity of the Fill being added is less than 1,000 cubic metres."
281,North Dundas,Lower Tier,"Stormont, Dundas and Glengarry",http://www.northdundas.com/,1963,,,,,COMPLETE,,,,281,,,,
282,North Frontenac,Lower Tier,Frontenac,http://www.northfrontenac.ca/,1970,,,,,COMPLETE,,,,282,,,,
67,North Glengarry,Lower Tier,"Stormont, Dundas and Glengarry",http://www.northglengarry.ca/,465,,,,,COMPLETE,,,,67,,,,
68,North Grenville,Lower Tier,Leeds and Grenville,http://www.northgrenville.ca/,472,,,,,COMPLETE,,,,68,,,,
69,North Huron,Lower Tier,Huron,http://www.northhuron.ca/,479,,,,,COMPLETE,,,,69,,,,
283,North Kawartha,Lower Tier,Peterborough,http://www.northkawartha.on.ca/,1977,,,,,COMPLETE,,,,283,,,,
284,North Middlesex,Lower Tier,Middlesex,http://www.northmiddlesex.on.ca/,1984,,,,,COMPLETE - FARM FRIENDLY,,,,284,,,,
285,North Perth,Lower Tier,Perth,http://www.northperth.ca/,1991,BY-LAW NO. 7-2023,https://www.northperth.ca/media/e3mlvxx4/building-and-site-alteration-by-law.pdf,2023-01-30,,COMPLETE,,No,"A By-law respecting Construction, Demolition and Change of Use Permits, Site Alteration and Inspections",285,No,No,"A By-law respecting Construction, Demolition and Change of Use Permits, Site Alteration and Inspections",
286,North Stormont,Lower Tier,"Stormont, Dundas and Glengarry",http://www.northstormont.ca/,1998,,,,,COMPLETE,,,,286,,,,
287,Northeastern Manitoulin & The Isl,Single Tier,Manitoulin,http://www.townofnemi.on.ca/,2005,,,,,COMPLETE,,,,287,,,,
288,Northern Bruce Peninsula,Lower Tier,Bruce,http://www.northbrucepeninsula.ca/,2012,,,,,COMPLETE,,,,288,,,,
289,Northumberland,Upper Tier,Northumberland,http://northumberland.ca/,2019,see local municipalities,,,,NO BY-LAW IN PLACE,,,,289,,,,
290,Norwich,Lower Tier,Oxford,http://www.twp.norwich.on.ca/,2026,,,,,COMPLETE,,,,290,,,,
291,O'Connor,Single Tier,Thunder Bay,http://www.oconnortownship.ca/,2033,,,,,NO BY-LAW IN PLACE,,,,291,,,,
292,Oakville,Lower Tier,Halton,http://www.oakville.ca/,2040,BY-LAW NUMBER 2023-047,https://www.oakville.ca/getmedia/080f8f52-4d20-431f-a318-12b3b05b9b5f/bylaw-2023-047-site-alteration.pdf?ext=.pdf,2023-05-23,,COMPLETE,NAP acknowledged.. Schedule B exemptions include farm provision.,Yes,to regulate site alterations.,292,Yes,No,to regulate site alterations.,
293,Oil Springs,Lower Tier,Lambton,http://www.oilsprings.ca/,2047,,,,,NO BY-LAW IN PLACE,,,,293,,,,
294,Oliver Paipoonge,Single Tier,Thunder Bay,http://www.oliverpaipoonge.on.ca/,2054,,,,,COMPLETE,,,,294,,,,
295,Opasatika,Single Tier,Cochrane,http://opasatika.net/,2061,,,,,COMPLETE,,,,295,,,,
296,Orangeville,Lower Tier,Dufferin,http://www.orangeville.ca/,2068,By-Law Number 2024-001,https://www.orangeville.ca/Modules/Bylaws/Bylaw/Download/0b5568ee-7caa-4367-8665-4f9a356d5a0a,2024-01-08,,COMPLETE,,Yes,"Being a By-law to prohibit or regulate the removal of topsoil, the placing or dumping of fill and the alteration of the grade of land in the Town of Orangeville (the ""Site Alteration By-law"")",296,Yes,NOT KNOWN,"Being a By-law to prohibit or regulate the removal of topsoil, the placing or dumping of fill and the alteration of the grade of land in the Town of Orangeville (the ""Site Alteration By-law"")","Prior to commencing Site Alteration, notification shall be provided where required by parts (2) and (3) below, except in the case of: Site Alteration that is incidental to a Normal Farm Practice carried out by an Agricultural Operation;"
297,Orillia,Single Tier,Simcoe,http://www.orillia.ca/,2075,"Development
Chapter 373 
Site Alteration",https://www.orillia.ca/Modules/Bylaws/Bylaw/Download/ac7c4c23-5cf8-4147-b650-9fd3abfff045,2020-01-01,,COMPLETE,"NFP acknowledged. 2 - Background Studies f) confirm wording with Janice, but doesn’t look farm friendly.",No,n/a,297,No,No,n/a,4. GENERAL PROVISIONS 373.4.12 Topsoil Replacement - Agricultural Land
298,Oro-Medonte,Lower Tier,Simcoe,http://www.oro-medonte.ca/,2082,By-law No. 2016-056,https://docs.oro-medonte.ca/WebLink/docview.aspx?id=45475&cr=1,2017-04-28,,COMPLETE - FARM FRIENDLY,NAP acknowledged.. NFP exempt per FFPPA. Amended by 2017-046.,Yes,"to Prohibit and Regulate the placing, dumping or removal of fill and the alteration of the grade.",298,Yes,No,"to Prohibit and Regulate the placing, dumping or removal of fill and the alteration of the grade.",
299,Oshawa,Lower Tier,Durham,http://www.city.oshawa.on.ca/,2089,By-Law 85-2006,https://www.oshawa.ca/en/Document-Feeds/General-By-Laws/SiteAlterationBy-law85-2006.pdf,2006-06-12,,COMPLETE,NAP acknowledged.. Normal Agricultural Practice explicitly exempt per bylaw text.,Yes,"to control the dumping of fill, removal of topsoil and alteration of grades.",299,Yes,No,"to control the dumping of fill, removal of topsoil and alteration of grades.",
300,Otonabee-South Monaghan,Lower Tier,Peterborough,http://www.osmtownship.ca/,2096,,,,,NO BY-LAW IN PLACE,,,,300,,,,
