Municipality,County,Extraction Status,Source URL,NEW_bylaw_name,NEW_date_enacted,NEW_progress_label,NEW_has_lgd_definition,NEW_lgd_definition,NEW_has_herding_def,NEW_herding_definition,NEW_exempt_license_fees,NEW_collar_tag_req,NEW_barking_restrictions,NEW_exempt_barking,NEW_dog_limit,NEW_notes,OLD_bylaw_name,OLD_date_enacted,OLD_progress_label,OLD_has_lgd_definition,OLD_lgd_definition,OLD_has_herding_def,OLD_herding_definition,OLD_exempt_license_fees,OLD_collar_tag_req,OLD_barking_restrictions,OLD_exempt_barking,OLD_dog_limit,DB_bylaw_id
Newbury,Middlesex,SUCCESS,,Animal Control By-law Number 131-15,,NO BY-LAW IN PLACE,N/A,,N/A,,N/A,N/A,N/A,N/A,N/A,"BYLAW NOT FOUND. Animal control services for the Village of Newbury are contracted to the Humane Society London & Middlesex (HSLM), which enforces Animal Control By-law Number 131-15. However, the full text of the bylaw is not available online.",Animal Control By-law Number 131-15,2015-12-15,NO BY-LAW IN PLACE,No,,No,,No,Yes,Yes,No,"2 No Guardian shall keep in or upon any lands or premises within the Village of Newbury, irrespective of the number of owners, more than two (2) dogs, provided that any young born on the premises may be kept there for a period not exceeding twelve (12) weeks after birth.",1887
North Perth,Perth,SUCCESS,,By-law No. 65-2014,,COMPLETE - FARM FRIENDLY,No,,No,,No,"Every owner of a dog in the Municipality, shall cause a dog tag to be securely affixed on the dog at all times and no person shall remove the tag from a licensed dog; however, a dog tag may be removed while a dog is being lawfully used for hunting in the bush.",Yes,Yes,A maximum of three (3) dogs is generally permitted before the premises is defined as a kennel (which requires a kennel licence).,"URL: https://www.northperth.ca/media/k1ul1lrb/65-2014-animal-control-by-law.pdf. While the Animal Control By-law lacks explicit LGD provisions, the Township's Noise Control By-law (32-AD-2001) is farm-friendly as it explicitly exempts 'Persistent barking, calling or whining or other similar persistent noise made by any domestic pet or animal kept or used for any purpose other than agriculture.'",By-law No. 65-2014,2014-05-05,COMPLETE - FARM FRIENDLY,No,,No,,No,"Every owner of a dog in the Municipality, shall cause a dog tag to be securely affixed on the dog at all times and no person shall remove the tag from a licensed dog; however, a dog tag may be removed while a dog is being lawfully used for hunting in the bush.",Yes,Yes,A maximum of three (3) dogs is generally permitted before the premises is defined as a kennel (which requires a kennel licence).,1992
Ottawa,Ottawa,SUCCESS,,Animal Care and Control By-law No. 2003-077,2003-01-01,COMPLETE,No,,No,,No,"Every owner of a dog shall: keep the dog identification tag, issued by the City as part of the registration, securely affixed on the collar or harness on the dog at all times.",Yes,No,"Only three (3) dogs over twenty (20) weeks of age may be kept in a residence unless the premises is a licensed kennel, an accredited veterinary facility or a registered facility for temporary foster care.","URL: https://ottawa.ca/en/living-ottawa/laws-licences-and-permits/laws/laws-z/animal-care-and-control-law-no-2003-077. The City's website explicitly states: 'Whether you reside in urban or rural Ottawa, dogs and cats are subject to the same animal control bylaws including pet registration and noise complaints from barking dogs.' There are no exemptions for farm dogs, LGDs, or rural properties for the 3-dog limit or licensing.",Animal Care and Control By-law No. 2003-077,2003-01-01,COMPLETE,No,,No,,No,"Every owner of a dog shall: keep the dog identification tag, issued by the City as part of the registration, securely affixed on the collar or harness on the dog at all times.",Yes,No,"Only three (3) dogs over twenty (20) weeks of age may be kept in a residence unless the premises is a licensed kennel, an accredited veterinary facility or a registered facility for temporary foster care.",2104
Orillia,Simcoe,SUCCESS,,Municipal Code Chapter 284 (Dog Licensing) & Chapter 285 (Care of Animals),,COMPLETE,No,,No,,No,All dog owners in Orillia must license their dog(s). Failing to keep a dog tag securely affixed to a dog is an offence.,Yes,No,A maximum of two dogs is permitted per dwelling unit.,URL: https://www.orillia.ca/en/living-here/animalcontrollicensing.aspx. An entirely urban-focused set of animal control codes with a strict 2-dog limit per household and a strict restriction against howling or barking excessively that is explicitly enforced '24 hours per day'. No working dog provisions found.,Municipal Code Chapter 284 (Dog Licensing) & Chapter 285 (Care of Animals),2023-09-25,COMPLETE,No,,No,,No,All dog owners in Orillia must license their dog(s). Failing to keep a dog tag securely affixed to a dog is an offence.,Yes,No,A maximum of two dogs is permitted per dwelling unit.,2076
Oshawa,Durham,SUCCESS,,Responsible Pet Owners By-law 14-2010,2010-01-01,COMPLETE,No,,No,,No,"All cats, dogs and ferrets must have a licence in Oshawa. Lifetime licences require a microchip.",Yes,No,No person shall keep more than three dogs in and about any dwelling unit within the City.,URL: https://www.oshawa.ca/media/0hxhuv13/responsiblepetowners14-2010.pdf. Standard urban 'Responsible Pet Owners By-law' with strict tethering and penning provisions. No definitions or exemptions for working farm dogs or LGDs.,Responsible Pet Owners By-law 14-2010,2010-01-01,COMPLETE,No,,No,,No,"All cats, dogs and ferrets must have a licence in Oshawa. Lifetime licences require a microchip.",Yes,No,No person shall keep more than three dogs in and about any dwelling unit within the City.,2090
Pelham,Niagara,SUCCESS,,Animal Control By-law No. 69-2024,2024-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,Owners must obtain or renew dog licences.,Yes,Yes,"Not explicitly stated in the Animal Control By-law, however, properties keeping dogs must comply with Kennel definitions and limits in the Comprehensive Zoning By-law.","URL: https://www.pelham.ca/media/ao4j45pd/69-2024-animal-control-by-law.pdf. A newly enacted by-law that repeals all older animal control and dog licensing by-laws. While the Animal Control By-law itself does not explicitly define LGDs, the Town's Noise By-law (4454-2022) is farm-friendly as it explicitly exempts from nuisance noise: 'Persistent barking, howling, whining, squawking or other like sounds made by any Animal kept or used for any purpose other than a Normal Farm Practice carried on by an Agricultural Operation.'",Animal Control By-law No. 69-2024,2024-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,Owners must obtain or renew dog licences.,Yes,Yes,"Not explicitly stated in the Animal Control By-law, however, properties keeping dogs must comply with Kennel definitions and limits in the Comprehensive Zoning By-law.",2153
Pickering,Durham,SUCCESS,,Responsible Pet Ownership By-law No. 6811/07,2007-01-01,COMPLETE,No,,No,,No,"Upon payment of the licence fee, the owner shall be provided with a tag and such tag shall be securely fixed on the animal to which it was issued at all times.",Yes,No,The Responsible Pet Ownership By-law states that you may own a maximum of 3 dogs per household.,URL: https://www.pickering.ca/media/dfplhxaj/responsiblepetbylaw-acc.pdf. A standard urban Responsible Pet Ownership bylaw. Pickering actively investigates and fines nuisance barking dogs with no explicit exemption for agricultural noise found in the by-law.,Responsible Pet Ownership By-law No. 6811/07,2007-01-01,COMPLETE,No,,No,,No,"Upon payment of the licence fee, the owner shall be provided with a tag and such tag shall be securely fixed on the animal to which it was issued at all times.",Yes,No,The Responsible Pet Ownership By-law states that you may own a maximum of 3 dogs per household.,2237
Perth East,Perth,SUCCESS,,By-law Number 02-2007 (Amended by 09-2017),2007-01-16,COMPLETE,No,,No,,No,"On payment of the fee or fees, the owner shall be furnished with a Dog Tag for each dog. This dog tag shall be kept securely affixed to the dog at all times.",Yes,N/A,No more than two (2) dogs over the age of 16 weeks (4 months) may be kept in or about a dwelling unit or premises within the corporate limits of the Township of Perth East. This section shall not apply to any person who is entitled to and has obtained a Kennel License.,"URL: https://www.pertheast.ca/wp-content/uploads/2025/04/09_2017G.pdf. Standard animal control bylaw with a strict 2-dog limit. Properties with more than two dogs must obtain a kennel licence, which are only permitted within Agricultural zones, but there are no specific exemptions listed for unkennelled LGDs.",By-law Number 02-2007 (Amended by 09-2017),2007-01-16,COMPLETE,No,"a dog that works and / or lives with domestic farm animals (e.g. cattle, sheep, poultry) to protect them while repelling predators and is used exclusively for that purpose.",No,a dog that has been trained and is actively being used in a bona fide farming operation for the purposes of controlling livestock on the farm.,No,"On payment of the fee or fees, the owner shall be furnished with a Dog Tag for each dog. This dog tag shall be kept securely affixed to the dog at all times.",Yes,Yes,No more than two (2) dogs over the age of 16 weeks (4 months) may be kept in or about a dwelling unit or premises within the corporate limits of the Township of Perth East. This section shall not apply to any person who is entitled to and has obtained a Kennel License.,2181
Puslinch,Wellington,SUCCESS,,Dog Licence By-law Number 8/99,1999-01-01,COMPLETE,No,,No,,No,Every person shall procure a licence and have the dog registered. This dog tag shall be kept securely affixed to the dog at all times.,Yes,No,"No person, except a person to whom a kennel licence has been issued, shall at any one time in any one location within the Corporation keep or harbor more than 3 dogs of an age in excess of 3 months.","URL: https://puslinch.ca/wp-content/uploads/2019/09/Dog-Licence-By-Law.pdf. The Township of Puslinch requires anyone with more than 3 dogs to obtain a kennel license, which is strictly governed by proper zoning constraints. Although the Ontario Sheep Farmers (OSF) submitted a proposal to Puslinch Council in Jan 2023 to add LGD definitions and exemptions to their bylaw, the currently available materials do not reflect these changes.",Dog Licence By-law Number 8/99,1999-01-01,COMPLETE,No,,No,,No,Every person shall procure a licence and have the dog registered. This dog tag shall be kept securely affixed to the dog at all times.,Yes,No,"No person, except a person to whom a kennel licence has been issued, shall at any one time in any one location within the Corporation keep or harbor more than 3 dogs of an age in excess of 3 months.",2321
Ramara,Simcoe,SUCCESS,,Canine Control Bylaw 2005.76,2005-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,Dogs tags must be securely fixed on the dog at all times until tag is renewed or replaced.,Yes,No,Limit of three dogs per property. Exemption: 'Any bonafide farmer who owns livestock... may harbour up to three dogs in addition to any licenced dogs for the property provided the predator protection does reside with the livestock they are protecting.',URL: https://www.ramara.ca/media/emlaswh0/2005_76caninecontrolbylaw.pdf. This bylaw is highly farm-friendly. It provides a specific 'Predator Protection' exemption that doubles the dog limit (+3 additional dogs) for bona fide farmers keeping dogs that reside with livestock.,Canine Control Bylaw 2005.76,2005-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,Dogs tags must be securely fixed on the dog at all times until tag is renewed or replaced.,Yes,No,Limit of three dogs per property. Exemption: 'Any bonafide farmer who owns livestock... may harbour up to three dogs in addition to any licenced dogs for the property provided the predator protection does reside with the livestock they are protecting.',2342
Seguin,Parry Sound,SUCCESS,,Consolidated By-law No. 2002-056,,COMPLETE,No,,No,,No,All dogs must be licensed with the Township. The dog tag must be affixed to the dog and is valid for the lifetime of the registered dog.,Yes,No,Not explicitly stated in available municipal summaries; operating a kennel for breeding or boarding requires a separate Kennel Licence under By-law No. 2003-30.,"URL: https://seguin.ca/find-law. The full consolidated text of By-law 2002-056 is not available online, but municipal summaries outline standard licensing rules. Seguin's Noise By-law 2023-030 restricts barking but does not provide an explicit exemption for agricultural operations or farm dogs.",Consolidated By-law No. 2002-056,2012-01-01,COMPLETE,No,,No,,No,All dogs must be licensed with the Township. The dog tag must be affixed to the dog and is valid for the lifetime of the registered dog.,Yes,No,Not explicitly stated in available municipal summaries; operating a kennel for breeding or boarding requires a separate Kennel Licence under By-law No. 2003-30.,2447
Southgate,Grey,SUCCESS,,By-law 2024-078,2024-06-19,COMPLETE - FARM FRIENDLY,Yes,"“Livestock guardian dog” means a dog that works and lives with domestic farm animals, including but not limited to livestock for the purposes of protection from predation;",No,,No,"The Owner shall keep the tag securely fixed on the Dog at all times until the tag is renewed or replaced, except while the Dog is being lawfully used for hunting or working. It is encouraged that Owners have Hunting Dogs and Working Dogs micro-chipped or appropriate collar identification of the Owner.",Yes,Yes,"No person shall harbour or permit to be harboured at any one time, more than three (3) dogs on a property or per dwelling unit inclusive of a hunting dog, working dog, service dog or guide dog.",URL: https://www.southgate.ca/media/dpjdxwb5/by-law-2024-078-canine-control-by-law-for-website.pdf. Farm-friendly by-law that explicitly defines 'Livestock guardian dog' (and includes them under the 'Working Dog' definition). It specifically exempts working dogs from having to wear a physical tag while working to prevent snagging or injury. Note that the 3-dog limit explicitly includes working dogs unless a kennel license is obtained. The Township's Noise By-law (2021-132) contains a broad exemption for Agricultural Operations.,By-law 2024-078,2024-06-19,COMPLETE - FARM FRIENDLY,Yes,"“Livestock guardian dog” means a dog that works and lives with domestic farm animals, including but not limited to livestock for the purposes of protection from predation;",No,,No,"The Owner shall keep the tag securely fixed on the Dog at all times until the tag is renewed or replaced, except while the Dog is being lawfully used for hunting or working. It is encouraged that Owners have Hunting Dogs and Working Dogs micro-chipped or appropriate collar identification of the Owner.",Yes,Yes,"No person shall harbour or permit to be harboured at any one time, more than three (3) dogs on a property or per dwelling unit inclusive of a hunting dog, working dog, service dog or guide dog.",2580
South Huron,Huron,SUCCESS,,By-Law 21-2018,,COMPLETE,No,,No,,N/A,"Effective January 1, 2026, the Municipality ended its dog licensing and registration program. Residents are no longer required to purchase or renew dog tags.",Yes,No,"There is a strict limit of two (2) dogs per household. The total number of cats and dogs in a household cannot exceed four (4). A kennel license may be issued to the owner of confined dogs kept exclusively for hunting, working or dog-sled purposes (which allows keeping more than two dogs).","URL: https://www.southhuron.ca/media/bgxbb4v1/animal-control-by-law-21-2018-office-consolidation.pdf. The municipality abolished its dog licensing and tagging program entirely effective 2026. A strict 2-dog limit per household remains in effect, but ""working"" dogs are explicitly listed as a permitted reason to apply for a kennel licence.",By-Law 21-2018,,COMPLETE,No,,No,,No,"Effective January 1, 2026, the Municipality ended its dog licensing and registration program. Residents are no longer required to purchase or renew dog tags.",Yes,No,"There is a strict limit of two (2) dogs per household. The total number of cats and dogs in a household cannot exceed four (4). A kennel license may be issued to the owner of confined dogs kept exclusively for hunting, working or dog-sled purposes (which allows keeping more than two dogs).",2559
South-West Oxford,Oxford,SUCCESS,,By-law No. 76-2017,,COMPLETE - FARM FRIENDLY,No,,No,,N/A,"The Township discontinued municipal dog tags in 2022. Pet owners must provide alternative identification, such as a personalized ID tag or microchip, kept securely fixed on the dog at all times when off the owner's dwelling.",Yes,Yes,No person shall keep more than three (3) dogs in a dwelling unit within the Township on all zoned properties. Anyone keeping more than 3 dogs requires a kennel license.,"URL: https://www.swox.org/media/px3kch22/76-2017-animal-care-and-control-by-law-consolidated-2023.pdf. The dog limit explicitly applies to 'all zoned properties', which includes agricultural zones, with no exemptions mentioned for working farm dogs. However, the Township's Noise By-Law No. 49-2021 is explicitly farm-friendly; it restricts persistent barking from ""any domestic pet or any other animal kept or used for any purpose other than agriculture,"" thereby entirely exempting agricultural working dogs from the barking restrictions.",By-law No. 76-2017,2018-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,"The Township discontinued municipal dog tags in 2022. Pet owners must provide alternative identification, such as a personalized ID tag or microchip, kept securely fixed on the dog at all times when off the owner's dwelling.",Yes,Yes,No person shall keep more than three (3) dogs in a dwelling unit within the Township on all zoned properties. Anyone keeping more than 3 dogs requires a kennel license.,2594
Springwater,Simcoe,SUCCESS,,Animal Control By-law 2020-080,,COMPLETE,No,,No,,No,Every dog in Springwater must be licensed and wear the licensing tag on their collar at all times.,Yes,No,There is a limit of four (4) dogs per single detached home or two (2) dogs per multi-residential household. A kennel license is required for more than 3 dogs (By-law 2008-118).,URL: https://www.springwater.ca/living-here/animal-services/. Standard animal control bylaw with no distinct exemptions or provisions for working farm dogs or LGDs found.,Animal Control By-law 2020-080,2020-10-21,COMPLETE,No,,No,,No,Every dog in Springwater must be licensed and wear the licensing tag on their collar at all times.,Yes,No,There is a limit of four (4) dogs per single detached home or two (2) dogs per multi-residential household. A kennel license is required for more than 3 dogs (By-law 2008-118).,2615
Stratford,Perth,SUCCESS,,Animal Control By-law 195-2002,2002-12-09,COMPLETE,No,,No,,No,All dogs and cats living in Stratford must be registered with the City and wear a valid tag.,Yes,No,No person shall keep or harbour or permit to be kept or harboured more than three (3) unaltered dogs or cats on property in the city of Stratford.,"URL: https://www.stratford.ca/en/inside-city-hall/resources/CORPORATE-SERVICES/CLERKS/Animal-Control---195-2002---Accessible.pdf. A highly urban-focused animal control by-law enforced by the Stratford-Perth Humane Society. Uniquely restricts households to a maximum of three (3) unaltered dogs/cats, meaning there is no strict cap on the number of spayed/neutered pets. The by-law explicitly lists animals used for agricultural purposes as prohibited in the city limits.",Animal Control By-law 195-2002,2002-12-09,COMPLETE,No,,No,,No,All dogs and cats living in Stratford must be registered with the City and wear a valid tag.,Yes,No,No person shall keep or harbour or permit to be kept or harboured more than three (3) unaltered dogs or cats on property in the city of Stratford.,2685
St Marys,Perth,SUCCESS,,Animal Control By-law 56-2023,2023-01-01,COMPLETE,No,,No,,No,Dog and cat owners are required to register their pet every year. The Town of St. Marys issues lifetime pet tags.,Yes,N/A,"Not explicitly stated online, but keeping a large number of dogs requires a $300/year Kennel Licence.","URL: https://www.townofstmarys.com/home-property-roads/animal-services/pet-licences/. Standard animal control bylaw. Service animals supporting persons with visual or hearing disabilities are exempt from annual fees, but there are no mentions of fee exemptions or definitions for farm dogs or LGDs.",Animal Control By-law 56-2023,2023-01-01,COMPLETE,No,,No,,No,Dog and cat owners are required to register their pet every year. The Town of St. Marys issues lifetime pet tags.,Yes,No,"Not explicitly stated online, but keeping a large number of dogs requires a $300/year Kennel Licence.",2650
Strathroy-Caradoc,Middlesex,SUCCESS,,Animal Care and Control By-law 60-09,2009-10-19,COMPLETE,No,,No,,Yes,"If you own a dog in the Municipality of Strathroy-Caradoc, your dog must be licensed and the tag must be attached to the dog at all times when he or she is not on your property.",Yes,N/A,"Standard limit applies; kennels are defined as establishments where three or more dogs are housed, boarded or bred.",URL: https://www.strathroy-caradoc.ca/media/30bfz0a3/bylaw6009-animalcareandcontrol.pdf. The municipality abolished dog licence fees in 2009. The Municipality issues permanent dog tags for the lifetime of the dog at no charge for everyone.,Animal Care and Control By-law 60-09,2009-10-19,COMPLETE,No,,No,,Yes,"If you own a dog in the Municipality of Strathroy-Caradoc, your dog must be licensed and the tag must be attached to the dog at all times when he or she is not on your property.",Yes,No,"Standard limit applies; kennels are defined as establishments where three or more dogs are housed, boarded or bred.",2692
Tecumseh,Essex,SUCCESS,,By-Law Number 2025-087,2025-01-01,COMPLETE - FARM FRIENDLY,Yes,“Livestock Guardian Dog” means a Dog that works and/or lives with Livestock to protect them while repelling predators and is kept exclusively for that purpose.,Yes,“Herding Dog” means a Dog that has been trained and is actively being used in an agricultural operation for the purposes of controlling Livestock.,No,"All dogs must be licensed yearly, including those owned by Kennel Owners/Operators. The dog tag must be affixed to the dog.",Yes,N/A,"No person shall keep more than three (3) dogs in any one dwelling unit or on any premises, unless they possess a Kennel Licence.","URL: https://www.tecumseh.ca/media/pvnl1z1b/by-law-2025-087-animal-control-signed-updated.pdf. A newly enacted bylaw (2025) that is highly farm-friendly. It explicitly includes exact and accurate definitions for both 'Livestock Guardian Dog' and 'Herding Dog', distinguishing them from standard pets, and exempts them from being designated as a 'Dangerous Dog' while performing their protective duties. Properties with more than 3 dogs still need to obtain a Kennel Licence.",By-Law Number 2025-087,2025-01-01,COMPLETE - FARM FRIENDLY,Yes,“Livestock Guardian Dog” means a Dog that works and/or lives with Livestock to protect them while repelling predators and is kept exclusively for that purpose.,Yes,“Herding Dog” means a Dog that has been trained and is actively being used in an agricultural operation for the purposes of controlling Livestock.,No,"All dogs must be licensed yearly, including those owned by Kennel Owners/Operators. The dog tag must be affixed to the dog.",Yes,No,"No person shall keep more than three (3) dogs in any one dwelling unit or on any premises, unless they possess a Kennel Licence.",2734
Thorold,Niagara,SUCCESS,,By-law No. 79-2017,2017-06-20,COMPLETE,No,,No,,No,Licenses are required for all dogs living in Thorold. They must be renewed every year and the tags should be worn.,Yes,No,"Keeping four (4) or more dogs requires a Kennel classification, effectively limiting households to 3 dogs.","URL: https://www.thorold.ca/en/business-services/resources/BUILDING-/BY_LAWS/Consolidated-79-2017.Animal-Care-and-Control.pdf. Standard animal control bylaw with a strict restriction against persistent barking exceeding 20 minutes. No specific definitions, provisions, or exemptions were found for farm working dogs or LGDs.",By-law No. 79-2017,2017-06-20,COMPLETE,No,,No,,No,Licenses are required for all dogs living in Thorold. They must be renewed every year and the tags should be worn.,Yes,No,"Keeping four (4) or more dogs requires a Kennel classification, effectively limiting households to 3 dogs.",2818
Timmins,Cochrane,SUCCESS,,By-Law No. 2021-8593,2021-08-10,COMPLETE,No,,No,,No,Every licence issued pursuant to this by-law shall be in the form of a cat or dog tag. When a cat or dog is off the property of the Owner or Guardian the Owner or Guardian shall cause the cat or dog to wear around the neck a collar to which shall be attached the current licence tag issued for that cat or dog by the municipality.,Yes,No,"A maximum limit applies: no person shall keep more than 4 dogs on the premises of a single family dwelling. If there are multiple dwelling units on the parcel of land, no person shall keep more than 2 dogs per dwelling unit. Registered breeders are exempt from these limits.","URL: https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_11976345/File/Our%20Services/Enforcement%20Services/By-Laws/By-Law%202021-8593%20Licencing,%20Registration,%20Regulation%20and%20Control%20of%20Cats%20and%20Dogs.pdf. The bylaw defines a 'Domestic Animal' to include animals kept as a 'work animal', but there are no specific definitions or exemptions for farm dogs, herding dogs, or LGDs. Barking is governed by a strict Noise Evidence Procedure without agricultural exemptions.",By-Law No. 2021-8593,2021-08-10,COMPLETE,No,,No,,No,Every licence issued pursuant to this by-law shall be in the form of a cat or dog tag. When a cat or dog is off the property of the Owner or Guardian the Owner or Guardian shall cause the cat or dog to wear around the neck a collar to which shall be attached the current licence tag issued for that cat or dog by the municipality.,Yes,No,"A maximum limit applies: no person shall keep more than 4 dogs on the premises of a single family dwelling. If there are multiple dwelling units on the parcel of land, no person shall keep more than 2 dogs per dwelling unit. Registered breeders are exempt from these limits.",2839
Vaughan,York,SUCCESS,,By-law Number 066-2020,2020-05-27,COMPLETE,No,,No,,No,"The Owner of every Dog having obtained a Licence and Tag for each Dog, as required by this By-law shall keep the Tag securely fixed at all times on the Dog for which the Tag was issued.",Yes,No,A maximum of three (3) dogs is permitted per residence. Keeping more than the prescribed number requires a valid Kennel licence.,URL: https://www.vaughan.ca/sites/default/files/2023-03/066-2020%20%28Consolidated%29.pdf. Standard urban-focused animal control by-law. No working dog or LGD provisions found. Barking is restricted under a separate noise control by-law (121-2021) with no agricultural exemptions for dogs.,By-law Number 066-2020,2020-05-27,COMPLETE,No,,No,,No,"The Owner of every Dog having obtained a Licence and Tag for each Dog, as required by this By-law shall keep the Tag securely fixed at all times on the Dog for which the Tag was issued.",Yes,No,A maximum of three (3) dogs is permitted per residence. Keeping more than the prescribed number requires a valid Kennel licence.,2909
Uxbridge,Durham,SUCCESS,,Animal Control By-law No. 2009-081,,COMPLETE - FARM FRIENDLY,No,,No,,No,All dogs living in the Township of Uxbridge must be licensed and wear the tag on their collar.,Yes,No,"A maximum of two (2) dogs per dwelling is permitted. However, the Township allows a third dog if the owner is on lands zoned (RU) RURAL as per Zoning By-law 81-19 and the parcel is larger than four (4) hectares in size.","URL: https://uxbridge.docupet.com/en_CA/licensing. Animal control services for Uxbridge are provided by the shared Uxbridge-Scugog Animal Control Centre. The full text of the animal control by-law is not available online, but the Township's pet licensing portal outlines the rules. The Township uniquely extends the household dog limit (+1 extra dog) specifically for large rural and agricultural properties.",Animal Control By-law No. 2009-081,2009-06-22,COMPLETE - FARM FRIENDLY,No,,No,,No,All dogs living in the Township of Uxbridge must be licensed and wear the tag on their collar.,Yes,No,"A maximum of two (2) dogs per dwelling is permitted. However, the Township allows a third dog if the owner is on lands zoned (RU) RURAL as per Zoning By-law 81-19 and the parcel is larger than four (4) hectares in size.",2895
Wainfleet,Niagara,SUCCESS,,By-law No. 014-2016,2016-03-08,COMPLETE,No,,No,,No,No owner shall keep any dog in the Township of Wainfleet unless such dog has on a collar on which is affixed a dog tag issued under the provisions of this by-law. The owner shall keep the dog tag securely fixed on the dog at all times until the dog tag is renewed or replaced.,Yes,Yes,A limit of 3 dogs applies per household unless a kennel licence is obtained.,"URL: https://www.wainfleet.ca/media/504. Standard animal control by-law. The Ontario Sheep Farmers submitted a proposal in 2022 requesting the addition of LGD/Herding Dog definitions and dog limit exemptions for agricultural properties, but current online by-laws do not yet reflect these updates. Barking dogs are governed by Noise Control By-law (028-2022) which explicitly exempts Agricultural Operations.",By-law No. 014-2016,2016-03-08,COMPLETE,No,,No,,No,No owner shall keep any dog in the Township of Wainfleet unless such dog has on a collar on which is affixed a dog tag issued under the provisions of this by-law. The owner shall keep the dog tag securely fixed on the dog at all times until the dog tag is renewed or replaced.,Yes,Yes,A limit of 3 dogs applies per household unless a kennel licence is obtained.,2916
West Grey,Grey,SUCCESS,,By-law Number 87-2009,2009-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,"On payment of the license fee, the owner shall be furnished with a dog tag bearing a serial number. The owner shall keep the tag securely fixed on the dog at all times until the tag is renewed or replaced, except while the dog is being lawfully used for hunting in the bush.",Yes,Yes,A maximum of 3 dogs per property applies before kennel rules and zoning regulations take effect.,"URL: https://www.westgrey.com/media/nskibzsk/dog-licencing-bylaw-087-2009.pdf. While the Dog By-law itself lacks specific LGD definitions, the Township's new Noise Bylaw (2025-100) is highly farm-friendly. It explicitly restricts persistent barking by domestic pets but completely exempts animals 'kept or used for any purpose other than agriculture, provided that the agricultural use is permitted under the Municipality's Zoning Bylaw'.",By-law Number 87-2009,2009-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,"On payment of the license fee, the owner shall be furnished with a dog tag bearing a serial number. The owner shall keep the tag securely fixed on the dog at all times until the tag is renewed or replaced, except while the dog is being lawfully used for hunting in the bush.",Yes,Yes,A maximum of 3 dogs per property applies before kennel rules and zoning regulations take effect.,2993
Whitby,Durham,SUCCESS,,Responsible Pet Ownership By-law # 7294-17,2017-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,"Every owner of a cat or dog shall at the time of licensing the animal, pay an animal licence fee to the Town... Upon payment of the animal licence fee, the owner shall be provided with a tag from the Town and shall keep the tag securely fixed on the cat or dog at all times.",Yes,No,"No person, being the owner, tenant or occupant of a dwelling unit shall own or harbour, or permit to be kept, owned or harboured more than 2 dogs in or about the dwelling unit.","URL: https://www.whitby.ca/media/j3nnssfo/7294-17_responsible-pet-ownership-by-law_consolidation.pdf. The bylaw does not explicitly define farm dogs, however, the 2-dog limit specifically applies only to a 'dwelling unit', which the bylaw distinctly defines as a suite of rooms 'which is located in a residentially zoned part of the Town'. This effectively exempts agriculturally and rurally zoned properties from the strict dog limit.",Responsible Pet Ownership By-law # 7294-17,2017-01-01,COMPLETE - FARM FRIENDLY,No,,No,,No,"Every owner of a cat or dog shall at the time of licensing the animal, pay an animal licence fee to the Town... Upon payment of the animal licence fee, the owner shall be provided with a tag from the Town and shall keep the tag securely fixed on the cat or dog at all times.",Yes,No,"No person, being the owner, tenant or occupant of a dwelling unit shall own or harbour, or permit to be kept, owned or harboured more than 2 dogs in or about the dwelling unit.",3028
Windsor,Essex,SUCCESS,,By-Law Number 245-2004,2004-11-22,COMPLETE,No,,No,,No,The Guardian shall securely fix the dog tag on the dog and shall keep such tag securely fixed on the dog at all times until the tag is renewed or replaced.,Yes,No,Residents can have up to three (3) dogs per household.,"URL: https://www.citywindsor.ca/documents/city-hall/by-laws-online/by-law%20245-2004.pdf. Dog ownership is also governed by the Keeping of Animals By-law 8156. Standard urban animal control framework with a strict 3-dog limit and no provisions or exemptions for livestock guardian dogs or agricultural working dogs. Dog licensing is transitioning to a voluntary system in 2026, though it remains mandatory for dangerous dogs.",By-Law Number 245-2004,2004-11-22,COMPLETE,No,,No,,No,The Guardian shall securely fix the dog tag on the dog and shall keep such tag securely fixed on the dog at all times until the tag is renewed or replaced.,Yes,No,Residents can have up to three (3) dogs per household.,3070
