munid,municipality_name,tier,portal_type,council_listing_url,minutes_listing_url,agenda_listing_url,example_recent_minutes_url,example_recent_minutes_date,example_upcoming_agenda_url,example_upcoming_agenda_date,minutes_format,agenda_format,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
NORTH STORMONT TP,NORTH STORMONT,Lower,escribe,https://pub-northstormont.escribemeetings.com/,https://stclair.civicweb.net/Portal/,https://pub-northstormont.escribemeetings.com/,https://stclair.civicweb.net/Portal/,2024-12-10,https://pub-northstormont.escribemeetings.com/FileStream.ashx?DocumentId=5350,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
NORTHEASTERN MANITOULIN AND THE ISLANDS TP,NORTHEASTERN MANITOULIN AND THE ISLANDS,Lower,custom_html_pdf,https://www.townofnemi.on.ca/council/minutes-agendas/,https://www.townofnemi.on.ca/p/meeting-minutes-agendas,https://www.townofnemi.on.ca/council/minutes-agendas/,https://www.townofnemi.on.ca/p/downloads-documents,2026-05-28,https://www.townofnemi.on.ca/wp-content/uploads/2025/01/Agenda-January-7-2025.pdf,2025-01-07,PDF,PDF,Manual PDF uploads,,,,,,,
NORTHERN BRUCE PENINSULA M,NORTHERN BRUCE PENINSULA,Lower,civicweb,https://northbrucepeninsula.civicweb.net/Portal/,https://www.northbrucepeninsula.ca/government/council-committees/,https://northbrucepeninsula.civicweb.net/Portal/,https://www.northbrucepeninsula.ca/media/cpwfcmci/declaration-of-pecuniary-interest-november-22-2021.pdf,2026-05-28,https://northbrucepeninsula.civicweb.net/document/81500,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
NORWICH TP,NORWICH,Lower,civicweb,https://norwich.civicweb.net/Portal/,https://norwich.civicweb.net/document/98518/,https://norwich.civicweb.net/Portal/,"https://norwich.civicweb.net/FileStorage/8168EB35A78B4B3288615EA2023E5B8E-Minutes%20-%20September%2023,%202025%20-A.pdf",2026-05-28,https://norwich.civicweb.net/document/54350,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
O TMCONNOR TP,O'CONNOR,Lower,custom_html_pdf,https://oconnortownship.ca/government/council-meetings/,https://www.oconnortownship.ca/municipal-office/council/council-agendas/,https://oconnortownship.ca/government/council-meetings/,https://www.oconnortownship.ca/wp-content/uploads/August-10-2020-a.pdf,2026-05-28,https://oconnortownship.ca/wp-content/uploads/2025/01/Agenda-January-13-2025.pdf,2025-01-13,PDF,PDF,Manual PDF uploads; ID typo in source (O'Connor),,,,,,,
OAKVILLE TP,OAKVILLE,Lower,escribe,https://pub-oakville.escribemeetings.com/,https://pub-oakville.escribemeetings.com/,https://pub-oakville.escribemeetings.com/,https://pub-oakville.escribemeetings.com/FileStream.ashx?DocumentId=98603,2026-05-28,https://pub-oakville.escribemeetings.com/FileStream.ashx?DocumentId=62400,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
OIL SPRINGS TP,OIL SPRINGS,Lower,custom_html_pdf,https://oilsprings.ca/village-office/minutes-and-agendas/,https://oilsprings.ca/municipal-office/mayor-and-council/agendas-and-minutes/,https://oilsprings.ca/village-office/minutes-and-agendas/,http://calendar.oilsprings.ca/meetings/Download?StartDate=05/01/2026&EndDate=05/31/2026,2026-05-28,https://oilsprings.ca/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
OLIVER PAIPOONGE M,OLIVER PAIPOONGE,Lower,civicweb,https://oliverpaipoonge.civicweb.net/Portal/,https://oliverpaipoonge.civicweb.net/Portal/,https://oliverpaipoonge.civicweb.net/Portal/,https://oliverpaipoonge.civicweb.net/Portal/,2024-12-10,https://oliverpaipoonge.civicweb.net/document/8250,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
OPASATIKA TP,OPASATIKA,Lower,custom_html_pdf,https://opasatika.ca/council-minutes/,https://www.opasatika.net/en/conseil-municipal,https://opasatika.ca/council-minutes/,https://www.opasatika.net/en/_files/ugd/3e1323_d04e03980ca5421d907f59631ba0a8db.pdf,2026-05-28,,,PDF,PDF,Manual PDF uploads,,,,,,,
ORANGEVILLE TP,ORANGEVILLE,Lower,civicweb,https://orangeville.civicweb.net/Portal/,https://calendar.orangeville.ca/meetings,https://orangeville.civicweb.net/Portal/,https://www.orangeville.ca/en/doing-business/resources/Documents/Procurement Policy 2023 Final.pdf,2026-05-28,https://orangeville.civicweb.net/document/75400,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
ORILLIA C,ORILLIA,Single,civicweb,https://orillia.civicweb.net/Portal/,https://orillia.civicweb.net/Portal/,https://orillia.civicweb.net/Portal/,https://orillia.civicweb.net/Portal/,2024-12-09,https://orillia.civicweb.net/document/122500,2025-01-16,PDF,PDF,Active CivicWeb portal,,,,,,,
ORO MEDONTE TP,ORO MEDONTE,Lower,civicweb,https://oromedonte.civicweb.net/Portal/,https://oromedonte.civicweb.net/Portal/MeetingInformation.aspx?Org=Cal&Id=1442,https://oromedonte.civicweb.net/Portal/,https://oromedonte-003-ca.govstack.com/media/bihjfxvl/council-meeting-request-form.pdf,2026-05-28,https://oromedonte.civicweb.net/document/131500,2025-01-15,PDF,PDF,Active CivicWeb portal,,,,,,,
OSHAWA C,OSHAWA,Lower,escribe,https://pub-oshawa.escribemeetings.com/,https://pub-oshawa.escribemeetings.com/Meeting.aspx?Id=840db6e0-8adb-46f9-8554-a5799f22eead&Agenda=Agenda&lang=English,https://pub-oshawa.escribemeetings.com/,https://www.oshawa.ca/en/Document-Feeds/By-law-Library/Transporation-and-Parking/RegulateSkateboardsandBicyclesBy-law78-91.pdf,2026-05-28,https://pub-oshawa.escribemeetings.com/FileStream.ashx?DocumentId=13250,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
OTONABEE SOUTH MONAGHAN TP,OTONABEE SOUTH MONAGHAN,Lower,civicweb,https://otonabee.civicweb.net/Portal/,https://otonabee.civicweb.net/Portal/,https://otonabee.civicweb.net/Portal/,https://otonabee.civicweb.net/document/32200,2024-12-09,https://otonabee.civicweb.net/document/32400,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
OTTAWA C,OTTAWA,Single,escribe,https://pub-ottawa.escribemeetings.com/,https://pub-ottawa.escribemeetings.com/,https://pub-ottawa.escribemeetings.com/,https://pub-ottawa.escribemeetings.com/,2024-12-11,https://pub-ottawa.escribemeetings.com/FileStream.ashx?DocumentId=156200,2025-01-22,PDF,HTML,Active Escribe portal; Bilingual,,,,,,,
OWEN SOUND C,OWEN SOUND,Lower,escribe,https://pub-owensound.escribemeetings.com/,https://pub-owensound.escribemeetings.com/Meeting.aspx?Id=8fd4c38d-0d39-43e9-ac9a-562c572d9cef&Agenda=Agenda&lang=English,https://pub-owensound.escribemeetings.com/,https://www.unicef.ca/sites/default/files/2024-01/UNICEF_Canada_Policy_Brief_CCB_Supplement.pdf,2026-05-28,https://pub-owensound.escribemeetings.com/FileStream.ashx?DocumentId=41450,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
PAPINEAU CAMERON TP,PAPINEAU CAMERON,Lower,custom_html_pdf,https://papineaucameron.ca/council/minutes-agendas/,https://papineaucameron.ca/council/minutes-agendas/,https://papineaucameron.ca/council/minutes-agendas/,http://papineaucameron.ca/wp-content/uploads/2021/08/Cameron-OP-2021-07-04-Land-Use-Map.pdf,2026-05-28,https://papineaucameron.ca/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF uploads,,,,,,,
PARRY SOUND TP,PARRY SOUND,Lower,civicweb,https://parrysound.civicweb.net/Portal/,https://callander.civicweb.net/document/147480/Regular%20Council%20-%2013%20Jan%202026.docx?handle=A01F774A4C024EF8AF05CA8FCCE89E32,https://parrysound.civicweb.net/Portal/,https://callander.civicweb.net/FileStorage/9634772F2E694BCFAAB36540CE976A41-WRLC%20November%2013%202025%20Meeting%20Minutes.pdf,2026-05-28,https://parrysound.civicweb.net/document/51300,2025-01-07,PDF,PDF,Active CivicWeb portal,,,,,,,
PELEE TP,PELEE,Lower,custom_html_pdf,https://www.pelee.org/local-government/council-minutes/,https://www.pelee.org/local-government/council-minutes/,https://www.pelee.org/local-government/council-minutes/,https://www.pelee.org/wp-content/uploads/2026/04/4A-Regular-Council-minutes-March-10-2026.pdf,2026-05-28,https://www.pelee.org/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
PELHAM TP,PELHAM,Lower,escribe,https://pub-pelham.escribemeetings.com/,https://www.pelham.ca/pelham-government/council/council-meetings/,https://pub-pelham.escribemeetings.com/,https://www.pelham.ca/media/wkmloh0s/2026-01-26-consolidated-4507-2022-procedural-by-law.pdf,2026-05-28,https://pub-pelham.escribemeetings.com/FileStream.ashx?DocumentId=32400,2025-01-15,PDF,HTML,Active Escribe portal,,,,,,,
PEMBROKE C,PEMBROKE,Lower,escribe,https://pub-pembroke.escribemeetings.com/,http://calendar.pembroke.ca/,https://pub-pembroke.escribemeetings.com/,http://calendar.pembroke.ca/default/Download?StartDate=04/01/2026&EndDate=04/30/2026,2026-04-09,https://pub-pembroke.escribemeetings.com/FileStream.ashx?DocumentId=22300,2025-01-07,PDF,HTML,Active Escribe portal,eSolutionsGroup Calendar,,,,,,
PENETANGUISHENE TP,PENETANGUISHENE,Lower,civicweb,https://penetanguishene.civicweb.net/Portal/,https://penetanguishene.civicweb.net/filepro/documents/299622/,https://penetanguishene.civicweb.net/Portal/,https://penetanguishene.civicweb.net/filepro/document/310224/Special Council - 28 Sep 2022 - Minutes - Pdf.pdf,2026-05-28,https://penetanguishene.civicweb.net/document/122500,2025-01-08,PDF,PDF,Active CivicWeb portal,,,,,,,
PERRY TP,PERRY,Lower,custom_html_pdf,https://townshipofperry.ca/council-administration/council-meetings/,https://townshipofperry.ca/agendas-minutes/,https://townshipofperry.ca/council-administration/council-meetings/,https://townshipofperry.ca/wp-content/uploads/2026/05/2026-05-27-Special-Meeting.pdf,2026-05-28,https://townshipofperry.ca/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF uploads,,,,,,,
PERTH EAST TP,PERTH EAST,Lower,civicweb,https://pertheast.civicweb.net/Portal/,https://www.perth.ca/our-government/mayor-and-council/agendas-and-minutes/,https://pertheast.civicweb.net/Portal/,https://www.perth.ca/media/krvd5yix/2026-council-_-committee-calendar.pdf,2026-05-28,https://pertheast.civicweb.net/document/32500,2025-01-07,PDF,PDF,Active CivicWeb portal,,,,,,,
PERTH SOUTH TP,PERTH SOUTH,Lower,civicweb,https://perthsouth.civicweb.net/Portal/,https://pertheast.civicweb.net/Portal/,https://perthsouth.civicweb.net/Portal/,https://pertheast.civicweb.net/Portal/,2024-12-03,https://perthsouth.civicweb.net/document/18450,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
PERTH TP,PERTH,Lower,civicweb,https://perth.civicweb.net/Portal/,https://www.perth.ca/our-government/committees-and-boards/agendas-and-minutes/,https://perth.civicweb.net/Portal/,https://www.perth.ca/media/krvd5yix/2026-council-_-committee-calendar.pdf,2026-05-28,https://perth.civicweb.net/document/55300,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
PETAWAWA TP,PETAWAWA,Lower,civicweb,https://petawawa.civicweb.net/Portal/,https://petawawa.ca/town-hall/council-and-committees/,https://petawawa.civicweb.net/Portal/,https://petawawa.ca/wp-content/uploads/2025/02/Mayor-CertificateRequestForm2024-fillablepdf.pdf,2026-05-28,https://petawawa.civicweb.net/document/61200,2025-01-06,PDF,PDF,Active CivicWeb portal,,,,,,,
PETERBOROUGH C,PETERBOROUGH,Single,escribe,https://pub-peterborough.escribemeetings.com/,https://pub-peterborough.escribemeetings.com/,https://pub-peterborough.escribemeetings.com/,https://pub-peterborough.escribemeetings.com/FileStream.ashx?DocumentId=42220,2026-05-28,https://pub-peterborough.escribemeetings.com/FileStream.ashx?DocumentId=40750,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
PETROLIA TP,PETROLIA,Lower,civicweb,https://petrolia.civicweb.net/Portal/,https://petrolia.civicweb.net/Portal/,https://petrolia.civicweb.net/Portal/,https://petrolia.civicweb.net/Portal/,2024-12-09,https://petrolia.civicweb.net/document/29300,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
PICKERING C,PICKERING,Lower,escribe,https://pub-pickering.escribemeetings.com/,https://pub-pickering.escribemeetings.com/Meeting.aspx?Id=ff17ee73-9116-4a86-a30c-826c91f99d3c&Agenda=Agenda&lang=English,https://pub-pickering.escribemeetings.com/,https://pub-pickering.escribemeetings.com/FileStream.ashx?DocumentId=4601,2026-05-28,https://pub-pickering.escribemeetings.com/FileStream.ashx?DocumentId=38450,2025-01-27,PDF,HTML,Active Escribe portal,,,,,,,
PICKLE LAKE TP,PICKLE LAKE,Lower,custom_html_pdf,https://picklelake.ca/local-government/minutes-agendas/,https://picklelake.ca/meeting-agendas/,https://picklelake.ca/local-government/minutes-agendas/,https://picklelake.ca/wp-content/uploads/2026/05/2026.05.26-Agenda-for-the-Regular-Meeting-of-Council.pdf,2026-05-28,https://picklelake.ca/wp-content/uploads/2025/01/Agenda-2025-01-14.pdf,2025-01-14,PDF,PDF,Manual PDF repository,eSolutionsGroup Calendar,,,,,,
PLUMMER ADDITIONAL TP,PLUMMER ADDITIONAL,Lower,custom_html_pdf,https://plummertownship.ca/council/minutes-agendas/,https://plummertownship.ca/council/minutes-agendas/,https://plummertownship.ca/council/minutes-agendas/,https://plummertownship.ca/wp-content/uploads/2026/05/Agenda-2026-05-20.pdf,2026-05-28,https://plummertownship.ca/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF list,,,,,,,
PLYMPTON WYOMING TP,PLYMPTON WYOMING,Lower,civicweb,https://plymptonwyoming.civicweb.net/Portal/,https://www.plympton-wyoming.com/,https://plymptonwyoming.civicweb.net/Portal/,https://www.plympton-wyoming.com/media/cuiayndc/important-notice-to-residents-start-of-construction.pdf,2026-04-27,https://plymptonwyoming.civicweb.net/document/32400,2025-01-08,PDF,PDF,Active CivicWeb portal,,,,,,,
POINT EDWARD TP,POINT EDWARD,Lower,custom_html_pdf,https://villageofpointedward.com/council/minutes-agendas/,https://www.thecounty.ca/government/council-committee-meetings/,https://villageofpointedward.com/council/minutes-agendas/,https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-04-23.pdf,2026-05-28,https://villageofpointedward.com/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
PORT COLBORNE C,PORT COLBORNE,Lower,civicweb,https://portcolborne.civicweb.net/Portal/,https://www.portcolborne.ca/en/city-hall/council-meetings.aspx,https://portcolborne.civicweb.net/Portal/,https://www.portcolborne.ca/New%20-%20Procedural%20Bylaw.pdf,2026-05-28,https://portcolborne.civicweb.net/document/55400,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
PORT HOPE M,PORT HOPE,Lower,civicweb,https://porthope.civicweb.net/Portal/,https://pub-porthope.escribemeetings.com/Meeting.aspx?Id=b3e14af2-fd4b-446b-bd97-965ae56e1df0&Agenda=Agenda&lang=English,https://porthope.civicweb.net/Portal/,https://www.porthope.ca/en/your-municipal-government/resources/By-Laws/By-Laws/_Frequently-Requested-By-Laws/By-law%2080-2024%20-%20Procedural%20By-law.pdf,2026-05-28,https://porthope.civicweb.net/document/122500,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
POWASSAN M,POWASSAN,Lower,escribe,https://pub-powassan.escribemeetings.com/,https://www.powassan.net/content/municipal-services/minutes-agendas,https://pub-powassan.escribemeetings.com/,https://www.powassan.net/Uploads/Documents/MunicipalServices/Council/2023 Council Remuneration.pdf,2026-05-28,https://pub-powassan.escribemeetings.com/FileStream.ashx?DocumentId=12250,2025-01-07,PDF,HTML,Active Escribe portal,,,,,,,
PRESCOTT TP,PRESCOTT,Lower,civicweb,https://prescott.civicweb.net/Portal/,https://www.prescott.ca/town-hall/agendas-minutes/,https://prescott.civicweb.net/Portal/,https://www.prescott.ca/media/d11m1ggd/2021-12-13-council-minutes.pdf,2026-05-28,https://prescott.civicweb.net/document/42400,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
PRINCE EDWARD,PRINCE EDWARD,Single,escribe,https://pub-pec.escribemeetings.com/,https://pub-pec.escribemeetings.com/,https://pub-pec.escribemeetings.com/,https://pub-pec.escribemeetings.com/,2024-12-17,https://pub-pec.escribemeetings.com/FileStream.ashx?DocumentId=65500,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
PRINCE TP,PRINCE,Lower,custom_html_pdf,https://www.princetwp.ca/government/minutes-agendas/,https://www.thecounty.ca/government/council-committee-meetings/,https://www.princetwp.ca/government/minutes-agendas/,https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-04-23.pdf,2026-05-28,https://www.princetwp.ca/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF uploads,,,,,,,
PUSLINCH TP,PUSLINCH,Lower,escribe,https://pub-puslinch.escribemeetings.com/,https://puslinch.ca/government/council/,https://pub-puslinch.escribemeetings.com/,https://puslinch.ca/wp-content/uploads/2024/12/Schedule-A-2025-Council-Committee-and-Budget-Meeting-Schedule.pdf,2026-05-28,https://pub-puslinch.escribemeetings.com/FileStream.ashx?DocumentId=21300,2025-01-08,PDF,HTML,Active Escribe portal,,,,,,,
QUINTE WEST C,QUINTE WEST,Single,escribe,https://pub-quintewest.escribemeetings.com/,https://quintewest.civicweb.net/Portal/,https://pub-quintewest.escribemeetings.com/,https://quintewest.civicweb.net/Portal/,2024-12-11,https://pub-quintewest.escribemeetings.com/FileStream.ashx?DocumentId=54500,2025-01-15,PDF,HTML,Active Escribe portal,,,,,,,
RAINY RIVER TP,RAINY RIVER,Lower,custom_html_pdf,https://www.rainyriver.ca/council/minutes-agendas/,https://www.rainyriver.ca/en/your-government/meetings-agendas,https://www.rainyriver.ca/council/minutes-agendas/,https://www.rainyriver.ca/uploads/meetings-agendas/2026/csl3-mar-9-26.pdf,2026-05-28,https://www.rainyriver.ca/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF uploads,,,,,,,
RAMARA TP,RAMARA,Lower,civicweb,https://ramara.civicweb.net/Portal/,https://www.ramara.ca/municipal-office/council/council-and-committee-meetings/,https://ramara.civicweb.net/Portal/,https://www.ramara.ca/media/thzfarqj/2026-council_cow-meeting-schedule.pdf,2026-05-28,https://ramara.civicweb.net/document/142500,2025-01-20,PDF,PDF,Active CivicWeb portal,,,,,,,
RED LAKE M,RED LAKE,Lower,civicweb,https://redlake.civicweb.net/Portal/,https://pub-redlake.escribemeetings.com/,https://redlake.civicweb.net/Portal/,https://pub-redlake.escribemeetings.com/,2024-12-17,https://redlake.civicweb.net/document/21300,2025-01-21,PDF,PDF,Active CivicWeb portal,,,,,,,
RED ROCK TP,RED ROCK,Lower,custom_html_pdf,https://www.redrocktownship.com/town-hall/council/minutes-agendas,https://www.redrocktownship.com/town-hall/council/minutes-agendas,https://www.redrocktownship.com/town-hall/council/minutes-agendas,https://www.redrocktownship.com/wp-content/uploads/2024/12/Minutes-December-16-2024.pdf,2024-12-16,https://www.redrocktownship.com/wp-content/uploads/2025/01/Agenda-January-20-2025.pdf,2025-01-20,PDF,PDF,Manual PDF repository,,,,,,,
RENFREW TP,RENFREW,Lower,civicweb,https://renfrew.civicweb.net/Portal/,https://www.countyofrenfrew.on.ca/en/county-government/agendas-minutes-and-reports.aspx,https://renfrew.civicweb.net/Portal/,https://www.countyofrenfrew.on.ca/en/county-government/resources/Documents/153-24-Procedure-By-lawFINALAccessible.pdf,2026-05-28,https://renfrew.civicweb.net/document/65400,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
RICHMOND HILL C,RICHMOND HILL,Lower,escribe,https://pub-richmondhill.escribemeetings.com/,https://www.richmondhill.ca/en/living-here/Council-Meetings-Agendas-and-Minutes.aspx,https://pub-richmondhill.escribemeetings.com/,https://www.richmondhill.ca/en/resources/By-law-125-23-Procedure-By-law-Accessible.pdf,2026-05-28,https://pub-richmondhill.escribemeetings.com/FileStream.ashx?DocumentId=110800,2025-01-22,PDF,HTML,Active Escribe portal,,,,,,,
RIDEAU LAKES TP,RIDEAU LAKES,Lower,escribe,https://pub-rideaulakes.escribemeetings.com/,https://pub-rideaulakes.escribemeetings.com/,https://pub-rideaulakes.escribemeetings.com/,https://pub-rideaulakes.escribemeetings.com/FileStream.ashx?DocumentId=14828,2026-06-01,https://pub-rideaulakes.escribemeetings.com/FileStream.ashx?DocumentId=35450,2025-01-06,PDF,HTML,Active Escribe portal,,,,,,,
RUSSELL TP,RUSSELL,Lower,escribe,https://pub-russell.escribemeetings.com/,https://russell.civicweb.net/filepro/documents/164704/,https://pub-russell.escribemeetings.com/,https://russell.civicweb.net/filepro/document/184003/Special Council Meeting - 2023-09-11 - Agenda - Pdf.pdf,2026-05-28,https://pub-russell.escribemeetings.com/FileStream.ashx?DocumentId=29300,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
RYERSON TP,RYERSON,Lower,custom_html_pdf,https://ryersontownship.ca/council/agendas-minutes,https://ryersontownship.ca/council/agendas-minutes,https://ryersontownship.ca/council/agendas-minutes,https://www.ryersontownship.ca/content/departments/administration/permits/application-for-trailer-license-print-and-submit.pdf,2026-05-28,https://ryersontownship.ca/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF uploads,,,,,,,
SABLES SPANISH RIVERS TP,SABLES SPANISH RIVERS,Lower,custom_html_pdf,https://sables-spanish.ca/council/council-meetings,https://sables-spanish.ca/council/council-meetings,https://sables-spanish.ca/council/council-meetings,https://www.sables-spanish.ca/wp-content/uploads/2026/01/2026-Recycling-Schedule-Sable-Spanish.pdf,2026-05-28,https://sables-spanish.ca/wp-content/uploads/2025/01/Agenda-Jan-08-2025.pdf,2025-01-08,PDF,PDF,Manual PDF repository,,,,,,,
SARNIA C,SARNIA,Single,escribe,https://pub-sarnia.escribemeetings.com/,https://sarnia.civicweb.net/Portal/,https://pub-sarnia.escribemeetings.com/,https://sarnia.civicweb.net/Portal/,2024-12-09,https://pub-sarnia.escribemeetings.com/FileStream.ashx?DocumentId=32350,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
SAUGEEN SHORES TP,SAUGEEN SHORES,Lower,escribe,https://pub-saugeenshores.escribemeetings.com/,https://pub-saugeenshores.escribemeetings.com/,https://pub-saugeenshores.escribemeetings.com/,https://pub-saugeenshores.escribemeetings.com/,2024-12-16,https://pub-saugeenshores.escribemeetings.com/FileStream.ashx?DocumentId=41400,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
SAULT STE MARIE C,SAULT STE MARIE,Single,custom_html_pdf,https://saultstemarie.ca/City-Hall/City-Council/Agenda-and-Minutes.aspx,https://saultstemarie.ca/government/city-council/council-agendas-minutes-and-schedule/,https://saultstemarie.ca/City-Hall/City-Council/Agenda-and-Minutes.aspx,https://saultstemarie.ca/wp-content/uploads/2024/12/2023-100-Council-Procedure.pdf,2026-05-28,https://saultstemarie.ca/Cityweb/media/City-Clerk/Council%20Agendas/2025/2025-01-13-Agenda.pdf,2025-01-13,PDF,PDF,Manual PDF repository; custom site,,,,,,,
SCHREIBER TP,SCHREIBER,Lower,civicweb,https://schreiber.civicweb.net/Portal/,https://schreiber.ca/council-meetings/,https://schreiber.civicweb.net/Portal/,https://schreiber.ca/wp-content/uploads/2026/02/Delegation-Request-Form.pdf,2026-05-28,https://schreiber.civicweb.net/document/21300,2025-01-14,PDF,PDF,Active CivicWeb portal,,,,,,,
SCUGOG TP,SCUGOG,Lower,escribe,https://pub-scugog.escribemeetings.com/,https://www.scugog.ca/council-and-administration/mayor-and-council/,https://pub-scugog.escribemeetings.com/,https://www.scugog.ca/media/pyfiarlx/2026-council-gpa-and-pca-meeting-schedule-5.pdf,2026-05-28,https://pub-scugog.escribemeetings.com/FileStream.ashx?DocumentId=12300,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
SEGUIN TP,SEGUIN,Lower,escribe,https://pub-seguin.escribemeetings.com/,https://cityofseguintx.legistar.com/calendar.aspx,https://pub-seguin.escribemeetings.com/,https://cityofseguintx.legistar.com/View.ashx?M=IC&ID=1417048&GUID=EC2CDF49-6A7C-4249-8720-E31F388F9F86,2026-05-28,https://pub-seguin.escribemeetings.com/FileStream.ashx?DocumentId=15300,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
SELWYN TP,SELWYN,Lower,escribe,https://pub-selwyn.escribemeetings.com/,https://www.selwyntownship.ca/local-government/council/,https://pub-selwyn.escribemeetings.com/,https://www.selwyntownship.ca/media/lxlnzlno/communicator2025_final.pdf,2026-05-28,https://pub-selwyn.escribemeetings.com/FileStream.ashx?DocumentId=29350,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
SEVERN TP,SEVERN,Lower,escribe,https://pub-severn.escribemeetings.com/,https://severn.civicweb.net/Portal/,https://pub-severn.escribemeetings.com/,https://severn.civicweb.net/Portal/,2024-12-18,https://pub-severn.escribemeetings.com/FileStream.ashx?DocumentId=32400,2025-01-15,PDF,HTML,Active Escribe portal,,,,,,,
SHELBURNE TP,SHELBURNE,Lower,custom_html_pdf,https://www.shelburne.ca/en/town-hall/council-meetings.aspx,https://www.municipalityofshelburne.ca/council-meeting-minutes/,https://www.shelburne.ca/en/town-hall/council-meetings.aspx,https://www.municipalityofshelburne.ca/wp-content/uploads/2026/05/2026.05.27_Council-Package.pdf,2026-05-28,https://calendar.shelburne.ca/council/Detail/2025-01-13-1830-Regular-Council-Meeting/Agenda-2025-01-13.pdf,2025-01-13,PDF,PDF,Uses eSolutionsGroup calendar,,,,,,,
SHUNIAH M,SHUNIAH,Lower,custom_html_pdf,https://www.shuniah.org/council-meetings/,https://www.shuniah.org/,https://www.shuniah.org/council-meetings/,https://www.shuniah.org/wp-content/uploads/2026/04/Z25-6-APPLICATION.pdf,2026-05-28,https://www.shuniah.org/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
SIOUX LOOKOUT M,SIOUX LOOKOUT,Lower,civicweb,https://siouxlookout.civicweb.net/Portal/,https://granicus-azmop-peak-attachments.s3.amazonaws.com/siouxlookout/9fc460f7ec496e243b0db1ad4431d4bf0.html,https://siouxlookout.civicweb.net/Portal/,https://d2wxwk5ilzon84.cloudfront.net/siouxlookout/115872722cfa6b10e7b025e364e668e70.pdf,2026-05-28,https://siouxlookout.civicweb.net/document/65400,2025-01-15,PDF,PDF,Active CivicWeb portal,,,,,,,
SIOUX NARROWS NESTOR FALLS TP,SIOUX NARROWS NESTOR FALLS,Lower,custom_html_pdf,https://snnf.ca/government/council-meetings/,https://www.snnf.ca/township-council,https://snnf.ca/government/council-meetings/,https://www.snnf.ca/api/media/file/Special%20Open%20Meeting%20Minutes%20-%20April%2028%2C%202026.pdf,2026-05-28,https://snnf.ca/wp-content/uploads/2025/01/Agenda-Jan-14-2025.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
